id,name,set,set_name,rarity,type_line,colors,color_identity,mana_cost,power,toughness,oracle_text,keywords
3f614775-1c15-4eeb-8405-a829d5eccafe,Explorer's Scope,j22,Jumpstart 2022,common,Artifact — Equipment,[],[],{1},,,"Whenever equipped creature attacks, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",['Equip']
3f635017-d773-46ce-aecd-39f6e00430d0,"Tamiyo, the Moon Sage",j22,Jumpstart 2022,mythic,Legendary Planeswalker — Tamiyo,['U'],['U'],{3}{U}{U},,,"+1: Tap target permanent. It doesn't untap during its controller's next untap step.
−2: Draw a card for each tapped creature target player controls.
−8: You get an emblem with ""You have no maximum hand size"" and ""Whenever a card is put into your graveyard from anywhere, you may return it to your hand.""",[]
3ffffb3e-253e-4e93-9ed1-9c2455220dac,Moment of Triumph,j22,Jumpstart 2022,common,Instant,['W'],['W'],{W},,,Target creature gets +2/+2 until end of turn. You gain 2 life.,[]
40101dc6-4354-4f0a-aa90-946ed78d731e,Wolfkin Bond,j22,Jumpstart 2022,common,Enchantment — Aura,['G'],['G'],{4}{G},,,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",['Enchant']
40185b55-7693-429f-8d0a-2853d6beda90,Go for Blood,j22,Jumpstart 2022,common,Sorcery,['R'],['R'],{1}{R},,,"Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)
Cycling {1} ({1}, Discard this card: Draw a card.)","['Fight', 'Cycling']"
40a27914-5e4f-48d4-ba2a-9d3187a39606,Village Rites,j22,Jumpstart 2022,common,Instant,['B'],['B'],{B},,,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",[]
4165233d-8651-4498-91b6-d3e5e6d613a5,Aviation Pioneer,j22,Jumpstart 2022,common,Creature — Human Artificer,['U'],['U'],{2}{U},1,2,"When Aviation Pioneer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.",[]
41ac2c18-a26b-4683-b326-97f0e75b4f2a,Dragonlord's Servant,j22,Jumpstart 2022,uncommon,Creature — Goblin Shaman,['R'],['R'],{1}{R},1,3,Dragon spells you cast cost {1} less to cast.,[]
41adcf82-1cb2-4b38-8607-c6229e9948cb,Blessed Spirits,j22,Jumpstart 2022,uncommon,Creature — Spirit,['W'],['W'],{2}{W},2,2,"Flying
Whenever you cast an enchantment spell, put a +1/+1 counter on Blessed Spirits.",['Flying']
4237eaa8-1169-47b2-9009-ac529831a36e,Island,j22,Jumpstart 2022,common,Basic Land — Island,[],['U'],,,,({T}: Add {U}.),[]
424f3f1e-f61d-4130-8f1c-52698074cc90,Iridescent Hornbeetle,j22,Jumpstart 2022,uncommon,Creature — Insect,['G'],['G'],{4}{G},3,4,"At the beginning of your end step, create a 1/1 green Insect creature token for each +1/+1 counter you've put on creatures under your control this turn.",[]
427e31b2-2c53-46c8-af51-16a1ad6c66fd,Cyclops Electromancer,j22,Jumpstart 2022,uncommon,Creature — Cyclops Wizard,['R'],['R'],{4}{R},4,2,"When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.",[]
42aacf99-39d1-4299-8557-6cc10ce9e35f,Merfolk Pupil,j22,Jumpstart 2022,common,Creature — Merfolk Wizard,['U'],['U'],{1}{U},1,1,"When Merfolk Pupil enters the battlefield, draw a card, then discard a card.
{1}{U}, Exile Merfolk Pupil from your graveyard: Draw a card, then discard a card.",[]
42adbafd-1f0d-46b0-a1a5-07c2e2ef41e6,Watertrap Weaver,j22,Jumpstart 2022,common,Creature — Merfolk Wizard,['U'],['U'],{2}{U},2,2,"When Watertrap Weaver enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",[]
42df23b1-7d28-403f-bf12-d4ec81500c36,Lys Alana Huntmaster,j22,Jumpstart 2022,common,Creature — Elf Warrior,['G'],['G'],{2}{G}{G},3,3,"Whenever you cast an Elf spell, you may create a 1/1 green Elf Warrior creature token.",[]
42f8e1cd-8f4d-4bc7-a400-bbee02260ab0,Solemn Simulacrum,j22,Jumpstart 2022,rare,Artifact Creature — Golem,[],[],{4},2,2,"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
When Solemn Simulacrum dies, you may draw a card.",[]
42fec83d-8260-478e-a20f-94d265036e31,Swamp,j22,Jumpstart 2022,common,Basic Land — Swamp,[],['B'],,,,({T}: Add {B}.),[]
43227caf-f902-46b4-936f-125d879eb54a,Mausoleum Guard,j22,Jumpstart 2022,uncommon,Creature — Human Scout,['W'],['W'],{3}{W},2,2,"When Mausoleum Guard dies, create two 1/1 white Spirit creature tokens with flying.",[]
444d7e10-0d5b-47f4-b29c-730d1d08a59a,Bring to Trial,j22,Jumpstart 2022,common,Sorcery,['W'],['W'],{2}{W},,,Exile target creature with power 4 or greater.,[]
446ced23-1991-4335-9ead-83ae4a6d09cf,Urza's Power Plant,j22,Jumpstart 2022,common,Land — Urza's Power-Plant,[],[],,,,"{T}: Add {C}. If you control an Urza's Mine and an Urza's Tower, add {C}{C} instead.",[]
455f4de4-c6f5-43f5-b9f0-f1e9414b7748,Rampaging Baloths,j22,Jumpstart 2022,rare,Creature — Beast,['G'],['G'],{4}{G}{G},6,6,"Trample
Landfall — Whenever a land enters the battlefield under your control, you may create a 4/4 green Beast creature token.","['Trample', 'Landfall']"
45d00a73-4699-4a94-b121-159a0d17c817,"Yidaro, Wandering Monster",j22,Jumpstart 2022,rare,Legendary Creature — Dinosaur Turtle,['R'],['R'],{5}{R}{R},8,8,"Trample, haste
Cycling {1}{R}
When you cycle Yidaro, Wandering Monster, shuffle it into your library from your graveyard. If you've cycled a card named Yidaro, Wandering Monster four or more times this game, put it onto the battlefield from your graveyard instead. (Do this before you draw.)","['Haste', 'Trample', 'Cycling']"
464168e8-e11f-4826-a709-bf1e725ef62b,Thriving Isle,j22,Jumpstart 2022,common,Land,[],['U'],,,,"Thriving Isle enters the battlefield tapped.
As Thriving Isle enters the battlefield, choose a color other than blue.
{T}: Add {U} or one mana of the chosen color.",[]
464fa166-82be-4f28-8fd8-0c9cc4393012,Plains,j22,Jumpstart 2022,common,Basic Land — Plains,[],['W'],,,,({T}: Add {W}.),[]
46d621a3-c613-44f2-a986-25d72dfa4ff6,Feral Hydra,j22,Jumpstart 2022,uncommon,Creature — Hydra Beast,['G'],['G'],{X}{G},0,0,"Feral Hydra enters the battlefield with X +1/+1 counters on it.
{3}: Put a +1/+1 counter on Feral Hydra. Any player may activate this ability.",[]
46f4ae10-a3da-4d4f-8706-87ccb076c1f2,Dragon Mage,j22,Jumpstart 2022,uncommon,Creature — Dragon Wizard,['R'],['R'],{5}{R}{R},5,5,"Flying
Whenever Dragon Mage deals combat damage to a player, each player discards their hand, then draws seven cards.",['Flying']
479aff39-d9b0-411d-bcc5-a4d1d495f11c,Seafloor Oracle,j22,Jumpstart 2022,rare,Creature — Merfolk Wizard,['U'],['U'],{2}{U}{U},2,3,"Whenever a Merfolk you control deals combat damage to a player, draw a card.",[]
4819311f-fc0a-4662-8f5b-48e2a409f1d5,Necrotic Wound,j22,Jumpstart 2022,uncommon,Instant,['B'],['B'],{B},,,"Undergrowth — Target creature gets -X/-X until end of turn, where X is the number of creature cards in your graveyard. If that creature would die this turn, exile it instead.",['Undergrowth']
48e02966-ff20-4e5e-b27d-adc6156c802d,Whirlermaker,j22,Jumpstart 2022,uncommon,Artifact,[],[],{3},,,"{4}, {T}: Create a 1/1 colorless Thopter artifact creature token with flying.",[]
49050cb4-1d8b-4f2f-ba48-206a107eb09c,Island,j22,Jumpstart 2022,common,Basic Land — Island,[],['U'],,,,({T}: Add {U}.),[]
49463346-99b6-422f-9577-34873dd13d36,Silverback Shaman,j22,Jumpstart 2022,common,Creature — Ape Shaman,['G'],['G'],{3}{G}{G},5,4,"Trample
When Silverback Shaman dies, draw a card.",['Trample']
49ca3780-5eff-439f-bdf6-23c449efce3c,Howl of the Hunt,j22,Jumpstart 2022,common,Enchantment — Aura,['G'],['G'],{2}{G},,,"Flash
Enchant creature
When Howl of the Hunt enters the battlefield, if enchanted creature is a Wolf or Werewolf, untap that creature.
Enchanted creature gets +2/+2 and has vigilance.","['Enchant', 'Flash']"
4b093537-962b-4707-8e17-a6a2b089a863,Ghirapur Guide,j22,Jumpstart 2022,uncommon,Creature — Elf Scout,['G'],['G'],{2}{G},3,2,{2}{G}: Target creature you control can't be blocked by creatures with power 2 or less this turn.,[]
4b55746e-28b3-4446-a695-2711836ab1b6,Falkenrath Noble,j22,Jumpstart 2022,uncommon,Creature — Vampire Noble,['B'],['B'],{3}{B},2,2,"Flying
Whenever Falkenrath Noble or another creature dies, target player loses 1 life and you gain 1 life.",['Flying']
4b5f7be6-c30a-43f0-a371-e93a24cc5636,Avenger of Zendikar,j22,Jumpstart 2022,mythic,Creature — Elemental,['G'],['G'],{5}{G}{G},5,5,"When Avenger of Zendikar enters the battlefield, create a 0/1 green Plant creature token for each land you control.
Landfall — Whenever a land enters the battlefield under your control, you may put a +1/+1 counter on each Plant creature you control.",['Landfall']
4b9f9747-5320-43b7-b8ca-92330be64272,Liliana's Steward,j22,Jumpstart 2022,common,Creature — Zombie,['B'],['B'],{B},1,2,"{T}, Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.",[]
4beadd29-e445-42f5-bf0f-75050b701b2c,Returned Reveler,j22,Jumpstart 2022,common,Creature — Zombie Satyr,['B'],['B'],{1}{B},1,3,"When Returned Reveler dies, each player mills three cards.",['Mill']
4c09c4b8-dcb3-4dfe-a892-718e0d1c5a8a,Demon's Disciple,j22,Jumpstart 2022,uncommon,Creature — Human Cleric,['B'],['B'],{2}{B},3,1,"When Demon's Disciple enters the battlefield, each player sacrifices a creature or planeswalker.",[]
4c3af160-3993-4b49-b4ec-065e458951fd,Vermin Gorger,j22,Jumpstart 2022,common,Creature — Vampire,['B'],['B'],{1}{B},2,2,"{T}, Sacrifice another creature: Each opponent loses 2 life and you gain 2 life.",[]
4c6fd0bf-3f02-46f3-9c9a-931eab190584,Ingenious Leonin,j22,Jumpstart 2022,uncommon,Creature — Cat Soldier,['W'],['W'],{4}{W},4,4,"{3}{W}: Put a +1/+1 counter on another target attacking creature you control. If that creature is a Cat, it gains first strike until end of turn.",[]
4cd67241-6ff1-41bc-9bda-4a87fd4f6bdd,Nightpack Ambusher,j22,Jumpstart 2022,rare,Creature — Wolf,['G'],['G'],{2}{G}{G},4,4,"Flash
Other Wolves and Werewolves you control get +1/+1.
At the beginning of your end step, if you didn't cast a spell this turn, create a 2/2 green Wolf creature token.",['Flash']
4d1ff17a-7a30-42b1-a299-1219d4309407,Talon of Pain,j22,Jumpstart 2022,uncommon,Artifact,[],[],{4},,,"Whenever a source you control other than Talon of Pain deals damage to an opponent, put a charge counter on Talon of Pain.
{X}, {T}, Remove X charge counters from Talon of Pain: It deals X damage to any target.",[]
4d39bae5-780c-489c-87b6-4a60336afe31,Kami of Ancient Law,j22,Jumpstart 2022,common,Creature — Spirit,['W'],['W'],{1}{W},2,2,Sacrifice Kami of Ancient Law: Destroy target enchantment.,[]
4d581e4f-77a7-4ad1-a263-882babffded8,Coalborn Entity,j22,Jumpstart 2022,uncommon,Creature — Elemental,['R'],['R'],{4}{R},4,4,"{2}{R}: Coalborn Entity deals 1 damage to target creature token, player, or planeswalker.",[]
4d73e18d-ad7a-4b6a-829e-43f58b70afbc,Shambling Suit,j22,Jumpstart 2022,uncommon,Artifact Creature — Construct,[],[],{3},*,3,Shambling Suit's power is equal to the number of artifacts and/or enchantments you control.,[]
4dc8b95e-250d-432c-968c-1bc81a15716e,No Escape,j22,Jumpstart 2022,common,Instant,['U'],['U'],{2}{U},,,"Counter target creature or planeswalker spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.
Scry 1.",['Scry']
4de64b61-4fb7-4e01-8c30-626b8650325c,Mantle of Tides,j22,Jumpstart 2022,common,Artifact — Equipment,['U'],['U'],{U},,,"Equipped creature gets +1/+2.
Whenever you draw your second card each turn, attach Mantle of Tides to target creature you control.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",['Equip']
4e5364ee-cfa3-48b0-93e9-c14c55ecc8ba,Captivating Unicorn,j22,Jumpstart 2022,common,Creature — Unicorn,['W'],['W'],{4}{W},4,4,"Constellation — Whenever an enchantment enters the battlefield under your control, tap target creature an opponent controls.",['Constellation']
4e7566ac-e9b3-4220-9b25-84d5b33f5842,Aquatic Incursion,j22,Jumpstart 2022,uncommon,Enchantment,['U'],['U'],{3}{U},,,"When Aquatic Incursion enters the battlefield, create two 1/1 blue Merfolk creature tokens with hexproof. (They can't be the targets of spells or abilities your opponents control.)
{3}{U}: Target Merfolk can't be blocked this turn.",[]
4e9a34a4-2f2c-4c9c-a8d4-73953b62e189,Sarkhan's Rage,j22,Jumpstart 2022,common,Instant,['R'],['R'],{4}{R},,,"Sarkhan's Rage deals 5 damage to any target. If you control no Dragons, Sarkhan's Rage deals 2 damage to you.",[]
4eafc507-973a-4aec-91b9-c29d70b0e25d,"Zask, Skittering Swarmlord",j22,Jumpstart 2022,rare,Legendary Creature — Insect,['G'],"['B', 'G']",{3}{G}{G},5,5,"You may play lands and cast Insect spells from your graveyard.
Whenever another Insect you control dies, put it on the bottom of its owner's library, then mill two cards. (Put the top two cards of your library into your graveyard.)
{1}{B/G}: Target Insect gets +1/+0 and gains deathtouch until end of turn. ({B/G} can be paid with either {B} or {G}.)",['Mill']
4f0f2f01-ff8f-48db-8bad-cb0eba2346d1,Scale the Heights,j22,Jumpstart 2022,common,Sorcery,['G'],['G'],{2}{G},,,"Put a +1/+1 counter on up to one target creature. You gain 2 life. You may play an additional land this turn.
Draw a card.",[]
4f3b2176-958a-42e0-b88e-5b3416b40150,Seller of Songbirds,j22,Jumpstart 2022,common,Creature — Human,['W'],['W'],{2}{W},1,2,"When Seller of Songbirds enters the battlefield, create a 1/1 white Bird creature token with flying.",[]
4fd1764f-9b62-4977-9fee-1266f0ea01aa,Colossal Majesty,j22,Jumpstart 2022,uncommon,Enchantment,['G'],['G'],{2}{G},,,"At the beginning of your upkeep, if you control a creature with power 4 or greater, draw a card.",[]
4fe14b9b-4341-4a1b-96f1-5cb1bb253eba,Certain Death,j22,Jumpstart 2022,common,Sorcery,['B'],['B'],{5}{B},,,Destroy target creature. Its controller loses 2 life and you gain 2 life.,[]
500edf50-7d23-453d-baf9-e755939cabdc,Defy Death,j22,Jumpstart 2022,uncommon,Sorcery,['W'],['W'],{3}{W}{W},,,"Return target creature card from your graveyard to the battlefield. If it's an Angel, put two +1/+1 counters on it.",[]
50101d86-5cda-4dbd-aa6b-c6da791ef73b,Moodmark Painter,j22,Jumpstart 2022,common,Creature — Human Shaman,['B'],['B'],{2}{B}{B},2,3,"Undergrowth — When Moodmark Painter enters the battlefield, target creature gains menace and gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard. (It can't be blocked except by two or more creatures.)",['Undergrowth']
51406b6f-7402-4641-9e0b-7b4a59ffaa52,Weight of Conscience,j22,Jumpstart 2022,common,Enchantment — Aura,['W'],['W'],{1}{W},,,"Enchant creature
Enchanted creature can't attack.
Tap two untapped creatures you control that share a creature type: Exile enchanted creature.",['Enchant']
515d4a0a-61db-4be0-b9a3-cfd4c163f31b,Bounding Wolf,j22,Jumpstart 2022,common,Creature — Wolf,['G'],['G'],{2}{G},3,2,"Flash
Reach","['Reach', 'Flash']"
51a4a591-92e0-4318-a71c-376fbfe2b14f,"Yargle, Glutton of Urborg",j22,Jumpstart 2022,uncommon,Legendary Creature — Frog Spirit,['B'],['B'],{4}{B},9,3,,[]
52429695-4146-4b68-98b7-72b31c854070,Pious Wayfarer,j22,Jumpstart 2022,common,Creature — Human Scout,['W'],['W'],{W},1,2,"Constellation — Whenever an enchantment enters the battlefield under your control, target creature gets +1/+1 until end of turn.",['Constellation']
525cf980-275e-423e-9470-e782ce4796dd,Imperious Perfect,j22,Jumpstart 2022,rare,Creature — Elf Warrior,['G'],['G'],{2}{G},2,2,"Other Elves you control get +1/+1.
{G}, {T}: Create a 1/1 green Elf Warrior creature token.",[]
5260ca48-e932-4396-a726-eefc30935c35,Ninth Bridge Patrol,j22,Jumpstart 2022,common,Creature — Dwarf Soldier,['W'],['W'],{1}{W},1,1,"Whenever another creature you control leaves the battlefield, put a +1/+1 counter on Ninth Bridge Patrol.",[]
529e62a1-a32f-477a-ae5c-955f3df2a628,Goblin Researcher,j22,Jumpstart 2022,common,Creature — Goblin Wizard,['R'],['R'],{3}{R},3,3,"When Goblin Researcher enters the battlefield, exile the top card of your library. During any turn you attacked with Goblin Researcher, you may play that card.",[]
52c79d57-a8eb-427d-86ac-b203c0bb7cda,Mountain,j22,Jumpstart 2022,common,Basic Land — Mountain,[],['R'],,,,({T}: Add {R}.),[]
53782723-0a1e-483f-86e0-9a13650d29b7,Blood Price,j22,Jumpstart 2022,common,Sorcery,['B'],['B'],{3}{B},,,Look at the top four cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order. You lose 2 life.,[]
554c0b9b-3c92-44b3-90b4-a725c7b68a73,Gearsmith Prodigy,j22,Jumpstart 2022,common,Creature — Human Artificer,['U'],['U'],{U},1,2,Gearsmith Prodigy gets +1/+0 as long as you control an artifact.,[]
5569b514-9049-4b44-b69e-78552a7bbf97,"Danitha Capashen, Paragon",j22,Jumpstart 2022,uncommon,Legendary Creature — Human Knight,['W'],['W'],{2}{W},2,2,"First strike, vigilance, lifelink
Aura and Equipment spells you cast cost {1} less to cast.","['Lifelink', 'Vigilance', 'First strike']"
557dc342-b265-4370-969e-ecb9de5bc01d,Kitesail,j22,Jumpstart 2022,common,Artifact — Equipment,[],[],{2},,,"Equipped creature gets +1/+0 and has flying.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",['Equip']
559a14ce-de7a-4ce4-8c46-99818372187f,Amoeboid Changeling,j22,Jumpstart 2022,common,Creature — Shapeshifter,['U'],['U'],{1}{U},1,1,"Changeling (This card is every creature type.)
{T}: Target creature gains all creature types until end of turn.
{T}: Target creature loses all creature types until end of turn.",['Changeling']
55c5690c-7c11-4b04-9a50-9d3dc6aa8d49,Irreverent Revelers,j22,Jumpstart 2022,common,Creature — Satyr,['R'],['R'],{2}{R},2,2,"When Irreverent Revelers enters the battlefield, choose one —
• Destroy target artifact.
• Irreverent Revelers gains haste until end of turn.",[]
55e4175b-d498-4f89-9dd0-559b22690312,Pillardrop Rescuer,j22,Jumpstart 2022,common,Creature — Spirit Cleric,['W'],['W'],{4}{W},2,2,"Flying
When Pillardrop Rescuer enters the battlefield, return target creature card with mana value 3 or less from your graveyard to your hand.",['Flying']
56246461-67f3-46cb-a2df-ef90ea89ceb3,Mire Triton,j22,Jumpstart 2022,uncommon,Creature — Zombie Merfolk,['B'],['B'],{1}{B},2,1,"Deathtouch
When Mire Triton enters the battlefield, mill two cards and you gain 2 life.","['Mill', 'Deathtouch']"
565640bf-cc41-4365-b1f7-54f66ebcfa01,Packsong Pup,j22,Jumpstart 2022,uncommon,Creature — Wolf,['G'],['G'],{1}{G},1,1,"At the beginning of combat on your turn, if you control another Wolf or Werewolf, put a +1/+1 counter on Packsong Pup.
When Packsong Pup dies, you gain life equal to its power.",[]
56b8343f-0554-42b1-9e32-431dcc4b0346,King of the Pride,j22,Jumpstart 2022,uncommon,Creature — Cat,['W'],['W'],{2}{W},2,1,Other Cats you control get +2/+1.,[]
56ef693d-7c48-46cb-8f52-abc660a2736e,Wastes,j22,Jumpstart 2022,common,Basic Land,[],[],,,,{T}: Add {C}.,[]
57218779-7e18-4fa2-a0bb-c07052951a78,Rampaging Growth,j22,Jumpstart 2022,uncommon,Instant,['G'],['G'],{3}{G},,,"Search your library for a basic land card, put it on the battlefield, then shuffle. Until end of turn, that land becomes a 4/3 Insect creature with reach and haste. It's still a land.",[]
575d407c-c37e-4664-b2e3-217dfd5a78a2,Wolverine Riders,j22,Jumpstart 2022,rare,Creature — Elf Warrior,['G'],['G'],{4}{G}{G},4,4,"At the beginning of each upkeep, create a 1/1 green Elf Warrior creature token.
Whenever another Elf enters the battlefield under your control, you gain life equal to its toughness.",[]
577aff75-67f7-42c8-b31f-50026c5ba5c6,Mountain,j22,Jumpstart 2022,common,Basic Land — Mountain,[],['R'],,,,({T}: Add {R}.),[]
57976884-2a67-41c6-bf06-c10b6c3afb4b,Anchor to the Aether,j22,Jumpstart 2022,uncommon,Sorcery,['U'],['U'],{2}{U},,,Put target creature on top of its owner's library. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),['Scry']
58725475-ff77-4511-9797-c44b0fa9909d,Durable Coilbug,j22,Jumpstart 2022,common,Creature — Insect,['B'],['B'],{1}{B},2,2,{4}{B}: Return Durable Coilbug from your graveyard to your hand.,[]
58d31ba0-6cec-4d8b-950f-f0b70bb8b0dd,Dragon Egg,j22,Jumpstart 2022,uncommon,Creature — Dragon Egg,['R'],['R'],{2}{R},0,2,"Defender
When Dragon Egg dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",['Defender']
58fc0588-6feb-475c-817d-c71385419cac,Ghoulraiser,j22,Jumpstart 2022,common,Creature — Zombie,['B'],['B'],{1}{B}{B},2,2,"When Ghoulraiser enters the battlefield, return a Zombie card at random from your graveyard to your hand.",[]
59954cf9-2ea3-45c4-88e4-6c5005011f44,Drowsing Tyrannodon,j22,Jumpstart 2022,common,Creature — Dinosaur,['G'],['G'],{1}{G},3,3,"Defender (This creature can't attack.)
As long as you control a creature with power 4 or greater, Drowsing Tyrannodon can attack as though it didn't have defender.",['Defender']
59ef0d68-d9bb-4a46-a063-332d4bd4cf73,Harbinger of the Tides,j22,Jumpstart 2022,rare,Creature — Merfolk Wizard,['U'],['U'],{U}{U},2,2,"You may cast Harbinger of the Tides as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
When Harbinger of the Tides enters the battlefield, you may return target tapped creature an opponent controls to its owner's hand.",[]
5a4124fc-c9c5-4752-9618-dfe722c38d0b,"Michiko Konda, Truth Seeker",j22,Jumpstart 2022,rare,Legendary Creature — Human Advisor,['W'],['W'],{3}{W},2,2,"Whenever a source an opponent controls deals damage to you, that player sacrifices a permanent.",[]
5a6baaf6-832c-4352-8b7b-872ca559fe3b,Weapon Rack,j22,Jumpstart 2022,common,Artifact,[],[],{4},,,"Weapon Rack enters the battlefield with three +1/+1 counters on it.
{T}: Move a +1/+1 counter from Weapon Rack onto target creature. Activate only as a sorcery.",[]
5ae18cc3-af8d-458c-8441-a3f661d38505,Chillerpillar,j22,Jumpstart 2022,common,Snow Creature — Insect,['U'],['U'],{3}{U},3,3,"{4}{S}{S}: Monstrosity 2. (If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous. {S} can be paid with one mana from a snow source.)
As long as Chillerpillar is monstrous, it has flying.",['Monstrosity']
5af30619-272f-4574-a9cf-f2e83167ac35,Assembly-Worker,j22,Jumpstart 2022,common,Artifact Creature — Assembly-Worker,[],[],{3},2,2,{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.,[]
5b20e63c-f9fa-46c0-a3f8-30ea70e07fc6,Ash Barrens,j22,Jumpstart 2022,common,Land,[],[],,,,"{T}: Add {C}.
Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)","['Landcycling', 'Basic landcycling', 'Typecycling']"
5b870094-08bf-41fc-b9d6-e435e02dc4e0,"Jace, Arcane Strategist",j22,Jumpstart 2022,mythic,Legendary Planeswalker — Jace,['U'],['U'],{4}{U}{U},,,"Whenever you draw your second card each turn, put a +1/+1 counter on target creature you control.
+1: Draw a card.
−7: Creatures you control can't be blocked this turn.",[]
5bd4da60-5ae2-458e-a4dd-fbba0cfe497b,Magmatic Channeler,j22,Jumpstart 2022,rare,Creature — Human Wizard,['R'],['R'],{1}{R},1,3,"As long as there are four or more instant and/or sorcery cards in your graveyard, Magmatic Channeler gets +3/+1.
{T}, Discard a card: Exile the top two cards of your library, then choose one of them. You may play that card this turn.",[]
5c03c782-cd45-45a6-8089-a603509ef0ec,Flourishing Hunter,j22,Jumpstart 2022,common,Creature — Wolf Spirit,['G'],['G'],{4}{G}{G},6,6,"When Flourishing Hunter enters the battlefield, you gain life equal to the greatest toughness among other creatures you control.",[]
5c3593aa-e33c-4482-a0bb-c843ac70a824,Thriving Bluff,j22,Jumpstart 2022,common,Land,[],['R'],,,,"Thriving Bluff enters the battlefield tapped.
As Thriving Bluff enters the battlefield, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.",[]
5c3b2cb7-06a3-4c2e-9684-480b0e4c005f,Thrill of Possibility,j22,Jumpstart 2022,common,Instant,['R'],['R'],{1}{R},,,"As an additional cost to cast this spell, discard a card.
Draw two cards.",[]
5c3cdb0f-3e08-47cc-841f-80f34d6cce49,Dread Rider,j22,Jumpstart 2022,common,Creature — Spirit Knight,['B'],['B'],{5}{B},3,7,"{1}{B}, {T}, Exile a creature card from your graveyard: Target opponent loses 3 life.",[]
5ce45a70-7fbc-42f8-8608-980eb4aee2b8,Kraul Harpooner,j22,Jumpstart 2022,uncommon,Creature — Insect Warrior,['G'],['G'],{1}{G},3,2,"Reach
Undergrowth — When Kraul Harpooner enters the battlefield, choose up to one target creature with flying you don't control. Kraul Harpooner gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard, then you may have Kraul Harpooner fight that creature.","['Reach', 'Fight', 'Undergrowth']"
5db59164-f0b1-4b5a-b821-ad0b2e1612d1,Termination Facilitator,j22,Jumpstart 2022,rare,Creature — Human Assassin,['B'],['B'],{1}{B},1,3,"{T}: Put a bounty counter on target creature or planeswalker. Activate only as a sorcery.
Whenever a creature or planeswalker an opponent controls with a bounty counter on it is dealt damage, destroy it.",[]
5db997a7-d54c-4821-9e9f-56292f9e7e5a,Magnifying Glass,j22,Jumpstart 2022,uncommon,Artifact,[],[],{3},,,"{T}: Add {C}.
{4}, {T}: Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",['Investigate']
5e16bc35-5237-4a13-9179-aaa0347ceffe,Axgard Cavalry,j22,Jumpstart 2022,common,Creature — Dwarf Berserker,['R'],['R'],{1}{R},2,2,{T}: Target creature gains haste until end of turn.,[]
5e5a0d9c-315a-416e-a8af-ad12bc9b62fa,Hunger of the Howlpack,j22,Jumpstart 2022,common,Instant,['G'],['G'],{G},,,"Put a +1/+1 counter on target creature.
Morbid — Put three +1/+1 counters on that creature instead if a creature died this turn.",['Morbid']
5e6f3c49-dbfa-4eab-a561-656e74266834,Scorching Dragonfire,j22,Jumpstart 2022,common,Instant,['R'],['R'],{1}{R},,,"Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",[]
5e7b16f9-11f2-4612-9ef3-152826d0ae45,Wildfire Elemental,j22,Jumpstart 2022,common,Creature — Elemental,['R'],['R'],{2}{R}{R},3,3,"Whenever an opponent is dealt noncombat damage, creatures you control get +1/+0 until end of turn.",[]
5e9abb9b-5d52-401f-aa6b-189aad72bfc2,Disciple of Perdition,j22,Jumpstart 2022,uncommon,Creature — Human Warlock,['B'],['B'],{1}{B},1,3,"When Disciple of Perdition dies, choose one. If you have exactly 13 life, you may choose both.
• You draw a card and you lose 1 life.
• Exile target opponent's graveyard. That player loses 1 life.",[]
