deck_name,card_name,card_count
Morbid (2),Mortuary Mire,1
Morbid (2),Thriving Moor,1
Morbid (2),Swamp,6
Cruel (1),Termination Facilitator,1
Cruel (1),Feast on the Fallen,1
Cruel (1),"Syr Konrad, the Grim",1
Cruel (1),Talon of Pain,1
Cruel (1),"Ob Nixilis, the Hate-Twisted",1
Cruel (1),Infernal Idol,1
Cruel (1),Ossuary Rats,1
Cruel (1),Creeping Bloodsucker,1
Cruel (1),Tormented Soul,1
Cruel (1),Alley Strangler,1
Cruel (1),Wicked Guardian,1
Cruel (1),Ob Nixilis's Cruelty,1
Cruel (1),Thriving Moor,1
Cruel (1),Swamp,7
Cruel (2),Termination Facilitator,1
Cruel (2),Feast on the Fallen,1
Cruel (2),Plague Spitter,1
Cruel (2),Nested Ghoul,1
Cruel (2),Talon of Pain,1
Cruel (2),Creeping Bloodsucker,1
Cruel (2),Ossuary Rats,1
Cruel (2),Infernal Idol,1
Cruel (2),Alley Strangler,1
Cruel (2),Lurking Deadeye,1
Cruel (2),Mire Blight,1
Cruel (2),Consign to the Pit,1
Cruel (2),Thriving Moor,1
Cruel (2),Swamp,7
Cruel (3),Cruel Sadist,1
Cruel (3),Dread Slaver,1
Cruel (3),Conductor of Cacophony,1
Cruel (3),Feast on the Fallen,1
Cruel (3),Festering Evil,1
Cruel (3),Talon of Pain,1
Cruel (3),Infernal Idol,1
Cruel (3),Ossuary Rats,1
Cruel (3),Creeping Bloodsucker,1
Cruel (3),Hooded Assassin,1
Cruel (3),Alley Strangler,1
Cruel (3),Mire Blight,1
Cruel (3),Thriving Moor,1
Cruel (3),Swamp,7
Cruel (4),Dread Presence,1
Cruel (4),Conductor of Cacophony,1
Cruel (4),Feast on the Fallen,1
Cruel (4),Nested Ghoul,1
Cruel (4),Talon of Pain,1
Cruel (4),Ossuary Rats,1
Cruel (4),Infernal Idol,1
Cruel (4),Creeping Bloodsucker,1
Cruel (4),Tormented Soul,1
Cruel (4),Hooded Assassin,1
Cruel (4),Alley Strangler,1
Cruel (4),Mire Blight,1
Cruel (4),Thriving Moor,1
Cruel (4),Swamp,7
Fangs (1),Rodolf Duskbringer,1
Fangs (1),Oathsworn Vampire,1
Fangs (1),Feast of Blood,1
Fangs (1),Bloodthirsty Aerialist,1
Fangs (1),Falkenrath Noble,1
Fangs (1),Creeping Bloodsucker,1
Fangs (1),Marauding Blight-Priest,1
Fangs (1),Vampire Envoy,1
Fangs (1),Epicure of Blood,1
Fangs (1),Moment of Craving,1
Fangs (1),Ill-Gotten Inheritance,1
Fangs (1),Blood Price,1
Fangs (1),Thriving Moor,1
Fangs (1),Swamp,7
Fangs (2),Rodolf Duskbringer,1
Fangs (2),Bloodtracker,1
Fangs (2),Oathsworn Vampire,1
Fangs (2),Bloodthirsty Aerialist,1
Fangs (2),Falkenrath Noble,1
Fangs (2),Vampiric Rites,1
Fangs (2),Creeping Bloodsucker,1
Fangs (2),Marauding Blight-Priest,1
Fangs (2),Vampire Envoy,1
Fangs (2),Moment of Craving,1
Fangs (2),Ill-Gotten Inheritance,1
Fangs (2),Certain Death,1
Fangs (2),Thriving Moor,1
Fangs (2),Swamp,7
Fangs (3),"Tivash, Gloom Summoner",1
Fangs (3),Oathsworn Vampire,1
Fangs (3),Blood Artist,1
Fangs (3),Bloodbond Vampire,1
Fangs (3),Ancient Craving,1
Fangs (3),Creeping Bloodsucker,1
Fangs (3),Vampire Envoy,1
Fangs (3),Marauding Blight-Priest,1
Fangs (3),Nirkana Assassin,1
Fangs (3),Moment of Craving,1
Fangs (3),Ill-Gotten Inheritance,1
Fangs (3),Certain Death,1
Fangs (3),Thriving Moor,1
Fangs (3),Swamp,7
Fangs (4),"Vito, Thorn of the Dusk Rose",1
Fangs (4),Oathsworn Vampire,1
Fangs (4),Blood Artist,1
Fangs (4),Feast of Blood,1
Fangs (4),Bloodbond Vampire,1
Fangs (4),Creeping Bloodsucker,1
Fangs (4),Vampire Envoy,1
Fangs (4),Marauding Blight-Priest,1
Fangs (4),Kalastria Nightwatch,1
Fangs (4),Moment of Craving,1
Fangs (4),Ill-Gotten Inheritance,1
Fangs (4),Blood Price,1
Fangs (4),Thriving Moor,1
Fangs (4),Swamp,7
Zombies (1),Gravecrawler,1
Zombies (1),Necromancer's Stockpile,1
Zombies (1),Deadly Plot,1
Zombies (1),Lord of the Accursed,1
Zombies (1),Mire Triton,1
Zombies (1),Gravedigger,1
Zombies (1),Suspicious Shambler,1
Zombies (1),Crow of Dark Tidings,1
Zombies (1),Karfell Kennel-Master,1
Zombies (1),Maalfeld Twins,1
Zombies (1),Dead Weight,1
Zombies (1),Cemetery Recruitment,1
Zombies (1),Thriving Moor,1
Zombies (1),Swamp,7
Zombies (2),"Liliana, Death's Majesty",1
Zombies (2),Deadly Plot,1
Zombies (2),Lord of the Accursed,1
Zombies (2),Stitcher’s Supplier,1
Zombies (2),Gravedigger,1
Zombies (2),Suspicious Shambler,1
Zombies (2),Returned Reveler,1
Zombies (2),Crow of Dark Tidings,1
Zombies (2),Ghoulraiser,1
Zombies (2),Maalfeld Twins,1
Zombies (2),Dead Weight,1
Zombies (2),Cemetery Recruitment,1
Zombies (2),Thriving Moor,1
Zombies (2),Swamp,7
Zombies (3),Endless Ranks of the Dead,1
Zombies (3),Deadly Plot,1
Zombies (3),Lord of the Accursed,1
Zombies (3),Mire Triton,1
Zombies (3),Graf Harvest,1
Zombies (3),Suspicious Shambler,1
Zombies (3),Gnawing Zombie,1
Zombies (3),Crow of Dark Tidings,1
Zombies (3),Gavony Unhallowed,1
Zombies (3),Maalfeld Twins,1
Zombies (3),Dead Weight,1
Zombies (3),Cemetery Recruitment,1
Zombies (3),Thriving Moor,1
Zombies (3),Swamp,7
Zombies (4),Liliana's Mastery,1
Zombies (4),Deadly Plot,1
Zombies (4),Lord of the Accursed,1
Zombies (4),Undead Augur,1
Zombies (4),Cellar Door,1
Zombies (4),Suspicious Shambler,1
Zombies (4),Shambling Ghoul,1
Zombies (4),Crow of Dark Tidings,1
Zombies (4),Marauding Boneslasher,1
Zombies (4),Maalfeld Twins,1
Zombies (4),Dead Weight,1
Zombies (4),Cemetery Recruitment,1
Zombies (4),Thriving Moor,1
Zombies (4),Swamp,7
Gross (1),Massacre Wurm,1
Gross (1),Skullslither Worm,1
Gross (1),Plaguecrafter,1
Gross (1),Leechridden Swamp,1
Gross (1),"Yargle, Glutton of Urborg",1
Gross (1),Infernal Idol,1
Gross (1),Blight Keeper,1
Gross (1),Black Cat,1
Gross (1),Durable Coilbug,1
Gross (1),Devouring Swarm,1
Gross (1),Eaten Alive,1
Gross (1),Grotesque Mutation,1
Gross (1),Strangling Spores,1
Gross (1),Thriving Moor,1
Gross (1),Swamp,6
Gross (2),Phyrexian Plaguelord,1
Gross (2),Plaguecrafter,1
Gross (2),Skullslither Worm,1
Gross (2),Phyrexian Reclamation,1
Gross (2),Blighted Fen,1
Gross (2),Blight Keeper,1
Gross (2),Durable Coilbug,1
Gross (2),Deathbloom Thallid,1
Gross (2),Devouring Swarm,1
Gross (2),Phyrexian Debaser,1
Gross (2),Eaten Alive,1
Gross (2),Fungal Infection,1
Gross (2),Grotesque Mutation,1
Gross (2),Thriving Moor,1
Gross (2),Swamp,6
Gross (3),Deathbringer Regent,1
Gross (3),Plaguecrafter,1
Gross (3),Skullslither Worm,1
Gross (3),Kraul Swarm,1
Gross (3),Death Wind,1
Gross (3),Blight Keeper,1
Gross (3),Durable Coilbug,1
Gross (3),Dune Beetle,1
Gross (3),Devouring Swarm,1
Gross (3),Eaten Alive,1
Gross (3),Grotesque Mutation,1
Gross (3),Infernal Idol,1
Gross (3),Thriving Moor,1
Gross (3),Swamp,7
Gross (4),Ophiomancer,1
Gross (4),Plaguecrafter,1
Gross (4),Skullslither Worm,1
Gross (4),Swarm of Bloodflies,1
Gross (4),Witch's Cauldron,1
Gross (4),Blight Keeper,1
Gross (4),Vermin Gorger,1
Gross (4),Durable Coilbug,1
Gross (4),Devouring Swarm,1
Gross (4),Ossuary Rats,1
Gross (4),Eaten Alive,1
Gross (4),Grotesque Mutation,1
Gross (4),Thriving Moor,1
Gross (4),Swamp,7
Spicy,"Auntie Blyte, Bad Influence",1
Spicy,Loxodon Warhammer,1
Spicy,Impending Doom,1
Spicy,Goblin Artillery,1
Spicy,Goblin Psychopath,1
Spicy,Ravenous Giant,1
Spicy,Spear Spewer,1
Spicy,Fireslinger,1
Spicy,Smoldering Efreet,1
Spicy,Coalhauler Swine,1
Spicy,Aftershock,1
Spicy,Sarkhan's Rage,1
Spicy,Thriving Bluff,1
Spicy,Mountain,7
Speedy,"Kiki-Jiki, Mirror Breaker",1
Speedy,"Ardoz, Cobbler of War",1
Speedy,Bolt Hound,1
Speedy,Warcry Phoenix,1
Speedy,Markov Warlord,1
Speedy,Fiery Conclusion,1
Speedy,Fanatical Firebrand,1
Speedy,Nest Robber,1
Speedy,Mudbutton Torchrunner,1
Speedy,Irreverent Revelers,1
Speedy,Rush of Adrenaline,1
Speedy,Swift Kick,1
Speedy,Thriving Bluff,1
Speedy,Mountain,7
Experimental (1),Ignite the Future,1
Experimental (1),"Mizzix, Replica Rider",1
Experimental (1),Young Pyromancer,1
Experimental (1),Grotag Night-Runner,1
Experimental (1),Seize the Storm,1
Experimental (1),Lightning Axe,1
Experimental (1),Thermo-Alchemist,1
Experimental (1),Spellgorger Weird,1
Experimental (1),Catalyst Elemental,1
Experimental (1),Goblin Researcher,1
Experimental (1),Firebolt,1
Experimental (1),Electric Revelation,1
Experimental (1),Thriving Bluff,1
Experimental (1),Mountain,7
Experimental (2),"Mizzix, Replica Rider",1
Experimental (2),Grotag Night-Runner,1
Experimental (2),Cyclops Electromancer,1
Experimental (2),Spark of Creativity,1
Experimental (2),Act on Impulse,1
Experimental (2),Thermo-Alchemist,1
Experimental (2),Sparkmage Apprentice,1
Experimental (2),Catalyst Elemental,1
Experimental (2),Goblin Researcher,1
Experimental (2),Firebolt,1
Experimental (2),Electric Revelation,1
Experimental (2),Electrify,1
Experimental (2),Thriving Bluff,1
Experimental (2),Mountain,7
Dragons (1),"Sarkhan, the Dragonspeaker",1
Dragons (1),Sarkhan's Whelp,1
Dragons (1),Dragon Egg,1
Dragons (1),Furnace Whelp,1
Dragons (1),Dragon Mage,1
Dragons (1),Dragon Fodder,1
Dragons (1),Kargan Dragonrider,1
Dragons (1),Bogardan Dragonheart,1
Dragons (1),Plundering Predator,1
Dragons (1),Tormenting Voice,1
Dragons (1),Scorching Dragonfire,1
Dragons (1),Sarkhan's Rage,1
Dragons (1),Thriving Bluff,1
Dragons (1),Mountain,7
Dragons (2),"Lathliss, Dragon Queen",1
Dragons (2),Dragon's Hoard,1
Dragons (2),Dragonlord's Servant,1
Dragons (2),Dragonspeaker Shaman,1
Dragons (2),Furnace Whelp,1
Dragons (2),Dragon Mage,1
Dragons (2),Kargan Dragonrider,1
Dragons (2),Plundering Predator,1
Dragons (2),Sparktongue Dragon,1
Dragons (2),Scorching Dragonfire,1
Dragons (2),Tormenting Voice,1
Dragons (2),Sarkhan's Rage,1
Dragons (2),Thriving Bluff,1
Dragons (2),Mountain,7
Cycling (1),"Yidaro, Wandering Monster",1
Cycling (1),Flameblade Adept,1
Cycling (1),Rooting Moloch,1
Cycling (1),Reptilian Reflection,1
Cycling (1),Deem Worthy,1
Cycling (1),Drannith Stinger,1
Cycling (1),Prickly Marmoset,1
Cycling (1),Quakefoot Cyclops,1
Cycling (1),Plundering Predator,1
Cycling (1),Lava Serpent,1
Cycling (1),Go for Blood,1
Cycling (1),Shredded Sails,1
Cycling (1),Forgotten Cave,1
Cycling (1),Thriving Bluff,1
Cycling (1),Mountain,6
Cycling (2),Irencrag Pyromancer,1
Cycling (2),Starstorm,1
Cycling (2),Deem Worthy,1
Cycling (2),Mad Ratter,1
Cycling (2),Rooting Moloch,1
Cycling (2),Reptilian Reflection,1
Cycling (2),Drannith Stinger,1
Cycling (2),Bloodhaze Wolverine,1
Cycling (2),Prickly Marmoset,1
Cycling (2),Plundering Predator,1
Cycling (2),Go for Blood,1
Cycling (2),Raking Claws,1
Cycling (2),Forgotten Cave,1
Cycling (2),Thriving Bluff,1
Cycling (2),Mountain,6
Goblins (1),"Krenko, Mob Boss",1
Goblins (1),Hordeling Outburst,1
Goblins (1),Volley Veteran,1
Goblins (1),Battle Squadron,1
Goblins (1),Goblin Grenade,1
Goblins (1),Weaselback Redcap,1
Goblins (1),Dragon Fodder,1
Goblins (1),Subterranean Scout,1
Goblins (1),Rummaging Goblin,1
Goblins (1),Goblin Researcher,1
Goblins (1),Burn Bright,1
Goblins (1),Flame Lash,1
Goblins (1),Thriving Bluff,1
Goblins (1),Mountain,7
Goblins (2),"Ib Halfheart, Goblin Tactician",1
Goblins (2),Goblin Warchief,1
Goblins (2),Volley Veteran,1
Goblins (2),Goblin Rally,1
Goblins (2),Goblin Grenade,1
Goblins (2),Frenzied Goblin,1
Goblins (2),Dragon Fodder,1
Goblins (2),Goblin Trailblazer,1
Goblins (2),Rummaging Goblin,1
Goblins (2),Goblin Researcher,1
Goblins (2),Burn Bright,1
Goblins (2),Flame Lash,1
Goblins (2),Thriving Bluff,1
Goblins (2),Mountain,7
Goblins (3),"Muxus, Goblin Grandee",1
Goblins (3),Arms Dealer,1
Goblins (3),Volley Veteran,1
Goblins (3),Goblin Grenade,1
Goblins (3),Instruments of War,1
Goblins (3),Fanatical Firebrand,1
Goblins (3),Dragon Fodder,1
Goblins (3),Goblin Trailblazer,1
Goblins (3),Rummaging Goblin,1
Goblins (3),Goblin Researcher,1
Goblins (3),Burn Bright,1
Goblins (3),Destructive Tampering,1
Goblins (3),Thriving Bluff,1
Goblins (3),Mountain,7
Goblins (4),"Ardoz, Cobbler of War",1
Goblins (4),Goblin Rabblemaster,1
Goblins (4),Hordeling Outburst,1
Goblins (4),Volley Veteran,1
Goblins (4),Goblin Rally,1
Goblins (4),Goblin Grenade,1
Goblins (4),Torch Courier,1
Goblins (4),Dragon Fodder,1
Goblins (4),Rummaging Goblin,1
Goblins (4),Goblin Researcher,1
Goblins (4),Outnumber,1
Goblins (4),Burn Bright,1
Goblins (4),Thriving Bluff,1
Goblins (4),Mountain,7
Treasure (1),Captain Lannery Storm,1
Treasure (1),Sokenzan Smelter,1
Treasure (1),Blood Aspirant,1
Treasure (1),Rapacious Dragon,1
Treasure (1),Trove of Temptation,1
Treasure (1),Goldhound,1
Treasure (1),Dutiful Replicator,1
Treasure (1),Brazen Freebooter,1
Treasure (1),Ripscale Predator,1
Treasure (1),Sudden Breakthrough,1
Treasure (1),Goldvein Pick,1
Treasure (1),Welding Sparks,1
Treasure (1),Thriving Bluff,1
Treasure (1),Mountain,7
Treasure (2),Professional Face-Breaker,1
Treasure (2),Blood Aspirant,1
Treasure (2),Pyre-Sledge Arsonist,1
Treasure (2),Rapacious Dragon,1
Treasure (2),Barrage Ogre,1
Treasure (2),Goldhound,1
Treasure (2),Reckless Fireweaver,1
Treasure (2),Dutiful Replicator,1
Treasure (2),Brazen Freebooter,1
Treasure (2),Goldvein Pick,1
Treasure (2),Improvised Weaponry,1
Treasure (2),Welding Sparks,1
Treasure (2),Thriving Bluff,1
Treasure (2),Mountain,7
Treasure (3),Goldspan Dragon,1
Treasure (3),Blood Aspirant,1
Treasure (3),Rapacious Dragon,1
Treasure (3),Kuldotha Flamefiend,1
Treasure (3),Blaze,1
Treasure (3),Goldhound,1
Treasure (3),Vault Robber,1
Treasure (3),Dutiful Replicator,1
Treasure (3),Brazen Freebooter,1
Treasure (3),Goldvein Pick,1
Treasure (3),Welding Sparks,1
Treasure (3),Big Score,1
Treasure (3),Thriving Bluff,1
Treasure (3),Mountain,7
Treasure (4),"Gadrak, the Crown-Scourge",1
Treasure (4),Blood Aspirant,1
Treasure (4),Rapacious Dragon,1
Treasure (4),Kuldotha Flamefiend,1
Treasure (4),Trove of Temptation,1
Treasure (4),Goldhound,1
Treasure (4),Gleaming Barrier,1
Treasure (4),Dutiful Replicator,1
Treasure (4),Brazen Freebooter,1
Treasure (4),Goldvein Pick,1
Treasure (4),Welding Sparks,1
Treasure (4),Improvised Weaponry,1
Treasure (4),Thriving Bluff,1
Treasure (4),Mountain,7
Fiery (1),"Chandra, Flame's Fury",1
Fiery (1),Chandra's Pyreling,1
Fiery (1),Chandra's Spitfire,1
Fiery (1),Spiteful Prankster,1
Fiery (1),Coalborn Entity,1
Fiery (1),Chandra's Magmutt,1
Fiery (1),Goblin Researcher,1
Fiery (1),Wildfire Elemental,1
Fiery (1),Pillar of Flame,1
Fiery (1),Chandra's Pyrohelix,1
Fiery (1),Thrill of Possibility,1
Fiery (1),Fiery Intervention,1
Fiery (1),Thriving Bluff,1
Fiery (1),Mountain,7
Fiery (2),Magmatic Channeler,1
Fiery (2),Banefire,1
Fiery (2),Chandra's Pyreling,1
Fiery (2),Coalborn Entity,1
Fiery (2),Flames of the Firebrand,1
Fiery (2),Chandra's Spitfire,1
Fiery (2),Blisterspit Gremlin,1
Fiery (2),Goblin Researcher,1
Fiery (2),Wildfire Elemental,1
Fiery (2),Pillar of Flame,1
Fiery (2),Thrill of Possibility,1
Fiery (2),Fiery Intervention,1
Fiery (2),Thriving Bluff,1
Fiery (2),Mountain,7
Fiery (3),Ogre Battlecaster,1
Fiery (3),Chandra's Pyreling,1
Fiery (3),Chandra's Spitfire,1
Fiery (3),Dance with Devils,1
Fiery (3),Coalborn Entity,1
Fiery (3),Thermo-Alchemist,1
Fiery (3),Wildfire Elemental,1
Fiery (3),Pillar of Flame,1
Fiery (3),Thrill of Possibility,1
Fiery (3),Hungry Flames,1
Fiery (3),Flame Lash,1
Fiery (3),Fiery Intervention,1
Fiery (3),Thriving Bluff,1
Fiery (3),Mountain,7
Fiery (4),Ogre Battlecaster,1
Fiery (4),Chandra's Pyreling,1
Fiery (4),Chandra's Spitfire,1
Fiery (4),Coalborn Entity,1
Fiery (4),Cone of Flame,1
Fiery (4),Blisterspit Gremlin,1
Fiery (4),Viashino Pyromancer,1
Fiery (4),Wildfire Elemental,1
Fiery (4),Pillar of Flame,1
Fiery (4),Thrill of Possibility,1
Fiery (4),Searing Spear,1
Fiery (4),Fiery Intervention,1
Fiery (4),Thriving Bluff,1
Fiery (4),Mountain,7
Raid (1),"Kari Zev, Skyship Raider",1
Raid (1),Rigging Runner,1
Raid (1),War-Name Aspirant,1
Raid (1),Goblin Oriflamme,1
Raid (1),Daring Piracy,1
Raid (1),Lavastep Raider,1
Raid (1),Swaggering Corsair,1
Raid (1),Keldon Raider,1
Raid (1),Storm Fleet Pyromancer,1
Raid (1),Plundering Predator,1
Raid (1),Raze the Effigy,1
Raid (1),Firecannon Blast,1
Raid (1),Thriving Bluff,1
Raid (1),Mountain,7
Raid (2),Glint-Horn Buccaneer,1
Raid (2),Bag of Holding,1
Raid (2),Rigging Runner,1
Raid (2),War-Name Aspirant,1
Raid (2),Lightning Axe,1
Raid (2),Daring Piracy,1
Raid (2),Immersturm Raider,1
Raid (2),Swaggering Corsair,1
Raid (2),Storm Fleet Pyromancer,1
Raid (2),Plundering Predator,1
Raid (2),Keldon Raider,1
Raid (2),Firecannon Blast,1
Raid (2),Thriving Bluff,1
Raid (2),Mountain,7
Raid (3),Brazen Cannonade,1
Raid (3),Rigging Runner,1
Raid (3),War-Name Aspirant,1
Raid (3),Mardu Heart-Piercer,1
Raid (3),Daring Piracy,1
Raid (3),Axgard Cavalry,1
Raid (3),Swaggering Corsair,1
Raid (3),Keldon Raider,1
Raid (3),Storm Fleet Pyromancer,1
Raid (3),Plundering Predator,1
Raid (3),Fervent Strike,1
Raid (3),Firecannon Blast,1
Raid (3),Thriving Bluff,1
Raid (3),Mountain,7
Raid (4),Brazen Cannonade,1
Raid (4),Rigging Runner,1
Raid (4),War-Name Aspirant,1
Raid (4),Ordeal of Purphoros,1
Raid (4),Daring Piracy,1
Raid (4),Borderland Marauder,1
Raid (4),Swaggering Corsair,1
Raid (4),Brazen Wolves,1
Raid (4),Keldon Raider,1
Raid (4),Storm Fleet Pyromancer,1
Raid (4),Plundering Predator,1
Raid (4),Firecannon Blast,1
Raid (4),Thriving Bluff,1
Raid (4),Mountain,7
Eldrazi,World Breaker,1
Eldrazi,Endbringer,1
Eldrazi,Brood Monitor,1
Eldrazi,Ruin in Their Wake,1
Eldrazi,Planar Atlas,1
Eldrazi,Titan's Presence,1
Eldrazi,Blisterpod,1
Eldrazi,Stalking Drone,1
Eldrazi,Scion Summoner,1
Eldrazi,Warden of Geometries,1
Eldrazi,Ancient Stirrings,1
Eldrazi,Unnatural Aggression,1
Eldrazi,Warped Landscape,1
Eldrazi,Ash Barrens,1
Eldrazi,Wastes,1
Eldrazi,Forest,5
Primates,"Kibo, Uktabi Prince",1
Primates,Monkey Cage,1
Primates,Uktabi Orangutan,1
Primates,Towering Gibbon,1
Primates,Declare Dominance,1
Primates,Treetop Village,1
Primates,Wily Bandar,1
Primates,Scrounging Bandar,1
Primates,Silverback Shaman,1
Primates,Hooting Mandrills,1
Primates,Ram Through,1
Primates,Cultivate,1
Primates,Simian Brawler,1
Primates,Thriving Grove,1
Primates,Forest,6
Multi-Headed (1),Benevolent Hydra,1
Multi-Headed (1),Domesticated Hydra,1
Multi-Headed (1),Clockwork Hydra,1
Multi-Headed (1),Feral Hydra,1
Multi-Headed (1),Hydra's Growth,1
Multi-Headed (1),Servant of the Scale,1
Multi-Headed (1),Ilysian Caryatid,1
Multi-Headed (1),Fertilid,1
Multi-Headed (1),Adventurous Impulse,1
Multi-Headed (1),Scale the Heights,1
Multi-Headed (1),Hunter's Edge,1
Multi-Headed (1),Soul's Might,1
Multi-Headed (1),Thriving Grove,1
Multi-Headed (1),Forest,7
Multi-Headed (2),Primordial Hydra,1
Multi-Headed (2),Benevolent Hydra,1
Multi-Headed (2),Domesticated Hydra,1
Multi-Headed (2),Clockwork Hydra,1
Multi-Headed (2),Ordeal of Nylea,1
Multi-Headed (2),Hydra's Growth,1
Multi-Headed (2),Servant of the Scale,1
Multi-Headed (2),Kujar Seedsculptor,1
Multi-Headed (2),Ilysian Caryatid,1
Multi-Headed (2),Pridemalkin,1
Multi-Headed (2),Titanic Brawl,1
Multi-Headed (2),Hunter's Edge,1
Multi-Headed (2),Thriving Grove,1
Multi-Headed (2),Forest,7
Gigantic (1),"Runadi, Behemoth Caller",1
Gigantic (1),Thrashing Brontodon,1
Gigantic (1),Towering Gibbon,1
Gigantic (1),Woodborn Behemoth,1
Gigantic (1),Enlarge,1
Gigantic (1),Naga Vitalist,1
Gigantic (1),Ondu Giant,1
Gigantic (1),Colossal Dreadmaw,1
Gigantic (1),Havenwood Wurm,1
Gigantic (1),Pounce,1
Gigantic (1),Overgrowth,1
Gigantic (1),Gift of the Gargantuan,1
Gigantic (1),Thriving Grove,1
Gigantic (1),Forest,7
Gigantic (2),"Runadi, Behemoth Caller",1
Gigantic (2),Engulfing Slagwurm,1
Gigantic (2),Paradise Druid,1
Gigantic (2),Thrashing Brontodon,1
Gigantic (2),Towering Gibbon,1
Gigantic (2),Enlarge,1
Gigantic (2),Colossal Dreadmaw,1
Gigantic (2),Ondu Giant,1
Gigantic (2),Mammoth Spider,1
Gigantic (2),Prey Upon,1
Gigantic (2),Overgrowth,1
Gigantic (2),Gift of the Gargantuan,1
Gigantic (2),Thriving Grove,1
Gigantic (2),Forest,7
Landfall (1),Rampaging Baloths,1
Landfall (1),Courser of Kruphix,1
Landfall (1),Turntimber Basilisk,1
Landfall (1),Primeval Herald,1
Landfall (1),Zendikar's Roil,1
Landfall (1),Rampaging Growth,1
Landfall (1),Oashra Cultivator,1
Landfall (1),Snapping Gnarlid,1
Landfall (1),Adventuring Gear,1
Landfall (1),Canopy Baloth,1
Landfall (1),Khalni Heart Expedition,1
Landfall (1),Master's Rebuke,1
Landfall (1),Evolving Wilds,1
Landfall (1),Thriving Grove,1
Landfall (1),Forest,6
Landfall (2),Avenger of Zendikar,1
Landfall (2),Turntimber Basilisk,1
Landfall (2),Primeval Herald,1
Landfall (2),Baloth Woodcrasher,1
Landfall (2),Rampaging Growth,1
Landfall (2),Oashra Cultivator,1
Landfall (2),Snapping Gnarlid,1
Landfall (2),Fertilid,1
Landfall (2),Canopy Baloth,1
Landfall (2),Groundswell,1
Landfall (2),Khalni Heart Expedition,1
Landfall (2),Broken Bond,1
Landfall (2),Evolving Wilds,1
Landfall (2),Thriving Grove,1
Landfall (2),Forest,6
Elves (1),Elvish Warmaster,1
Elves (1),Dwynen's Elite,1
Elves (1),Reclamation Sage,1
Elves (1),Primeval Herald,1
Elves (1),Elven Bow,1
Elves (1),Reckless Amplimancer,1
Elves (1),Elvish Rejuvenator,1
Elves (1),Ivy Lane Denizen,1
Elves (1),Elderleaf Mentor,1
Elves (1),Might of the Masses,1
Elves (1),Roots of Wisdom,1
Elves (1),Band Together,1
Elves (1),Thriving Grove,1
Elves (1),Forest,7
Elves (2),Imperious Perfect,1
Elves (2),Dwynen's Elite,1
Elves (2),Ghirapur Guide,1
Elves (2),Primeval Herald,1
Elves (2),Elven Bow,1
Elves (2),Reckless Amplimancer,1
Elves (2),Elvish Rejuvenator,1
Elves (2),Ivy Lane Denizen,1
Elves (2),Elderleaf Mentor,1
Elves (2),Might of the Masses,1
Elves (2),Roots of Wisdom,1
Elves (2),Band Together,1
Elves (2),Thriving Grove,1
Elves (2),Forest,7
Elves (3),Wolverine Riders,1
Elves (3),Woodland Champion,1
Elves (3),Dwynen's Elite,1
Elves (3),Elven Bow,1
Elves (3),Instruments of War,1
Elves (3),Elvish Rejuvenator,1
Elves (3),Ivy Lane Denizen,1
Elves (3),Elderleaf Mentor,1
Elves (3),Lys Alana Huntmaster,1
Elves (3),Might of the Masses,1
Elves (3),Roots of Wisdom,1
Elves (3),Band Together,1
Elves (3),Thriving Grove,1
Elves (3),Forest,7
Elves (4),Wildborn Preserver,1
Elves (4),Woodland Champion,1
Elves (4),Dwynen's Elite,1
Elves (4),Elven Bow,1
Elves (4),Overcome,1
Elves (4),Elvish Rejuvenator,1
Elves (4),Dutiful Replicator,1
Elves (4),Ivy Lane Denizen,1
Elves (4),Elderleaf Mentor,1
Elves (4),Roots of Wisdom,1
Elves (4),Presence of Gond,1
Elves (4),Band Together,1
Elves (4),Thriving Grove,1
Elves (4),Forest,7
Wolves (1),Wicked Wolf,1
Wolves (1),Mild-Mannered Librarian,1
Wolves (1),Packsong Pup,1
Wolves (1),Wolfwillow Haven,1
Wolves (1),"Arlinn, Voice of the Pack",1
Wolves (1),Ferocious Pup,1
Wolves (1),Bounding Wolf,1
Wolves (1),Fierce Witchstalker,1
Wolves (1),Spectral Hunt-Caller,1
Wolves (1),Wolf's Quarry,1
Wolves (1),Prey Upon,1
Wolves (1),Wolfkin Bond,1
Wolves (1),Thriving Grove,1
Wolves (1),Forest,7
Wolves (2),Master of the Wild Hunt,1
Wolves (2),Mild-Mannered Librarian,1
Wolves (2),Howlgeist,1
Wolves (2),Moonlight Hunt,1
Wolves (2),"Arlinn, Voice of the Pack",1
Wolves (2),Young Wolf,1
Wolves (2),Pestilent Wolf,1
Wolves (2),Bounding Wolf,1
Wolves (2),Ferocious Pup,1
Wolves (2),Spectral Hunt-Caller,1
Wolves (2),Prey Upon,1
Wolves (2),Howl of the Hunt,1
Wolves (2),Thriving Grove,1
Wolves (2),Forest,7
Wolves (3),Kessig Cagebreakers,1
Wolves (3),Feed the Pack,1
Wolves (3),Mild-Mannered Librarian,1
Wolves (3),Predator's Howl,1
Wolves (3),Wolfwillow Haven,1
Wolves (3),"Arlinn, Voice of the Pack",1
Wolves (3),Sporeback Wolf,1
Wolves (3),Ferocious Pup,1
Wolves (3),Bounding Wolf,1
Wolves (3),Spectral Hunt-Caller,1
